model linking_length pyfof_grp N clump_mass[Msol] com_x[kpc] com_y[kpc] com_z[kpc] max_r[kpc] clump_r_avg[kpc] r[kpc] avg_temp[K] avg_pressure[Pa] avg_nHden[cm^-3] vdist[km/s] entropy[K/(Msolkpc**3)**(2/3)]
GM3SI1 1.00 149 3 636461.10 -7.99 -9.92 -23.88 0.86 0.59 27.07 34435.32 27114105.74 0.0000266341 9.25 1386662160915711339266048.00
GM3SI1 1.00 150 2 370324.22 -15.02 -12.25 -26.17 0.11 0.10 32.56 57278.37 30412808.75 0.0000002396 4.96 3015720539416911845261312.00
GM3SI1 1.00 151 2 735057.90 -9.47 -28.79 -7.34 0.18 0.13 31.19 13943.84 14598422.51 0.0001139478 6.36 450623722011329898217472.00
GM3SI1 1.00 152 2 555429.48 -5.51 41.61 11.42 0.44 0.36 43.50 16643.84 11501726.65 0.0000299113 10.81 719771019321905512448000.00
GM3SI1 1.00 153 2 424828.21 -13.11 4.40 8.76 0.02 0.02 16.37 11503.30 28639477.25 0.0018688337 0.19 191064673434060934086656.00
GM3SI1 1.00 154 3 579563.99 -20.38 4.83 24.38 0.16 0.13 32.14 12325.98 19763740.40 0.0005295384 1.64 290202608553455935029248.00
GM3SI1 1.00 155 2 663310.52 -4.40 4.35 13.87 0.54 0.41 15.19 10891.27 48246945.43 0.0104751012 15.88 102735832701503165956096.00
GM3SI1 1.00 156 3 663698.02 -2.21 3.76 25.18 0.24 0.21 25.56 11924.66 22191651.56 0.0008649270 11.63 248674118038713597427712.00
GM3SI1 1.00 157 2 431948.24 -15.67 -15.85 51.49 0.36 0.35 56.11 18165.37 6690855.61 0.0000064183 7.14 1201150456483672326406144.00
GM3SI1 1.00 158 5 1382515.17 13.00 8.96 6.87 0.79 0.39 17.22 54191.09 423759320.55 0.0114244908 12.29 458510050989799469219840.00
GM3SI1 1.00 159 6 1436658.45 13.38 6.31 6.21 0.99 0.69 16.05 10559.96 57499995.91 0.0145803703 15.63 85066836744562307760128.00
GM3SI1 1.00 160 3 779401.94 -5.57 7.33 15.08 0.20 0.18 17.67 11059.29 33564845.01 0.0034271655 5.86 153014924183532952616960.00
